ID,date,geo_merge,cases_final,case_rate_final,adj_case_rate_final,deaths_final,death_rate_final,adj_death_rate_final,population
216,6/21/2020,Los Angeles - Westchester,136,264,251,11,21,18,51603
217,6/21/2020,Los Angeles - Westlake,1177,1983,2058,96,162,188,59355
218,6/21/2020,Los Angeles - Westwood,105,194,203,5,9,9,54109
219,6/21/2020,Los Angeles - Wholesale District,1002,2773,2346,8,22,29,36129
220,6/21/2020,Los Angeles - Wilmington,461,816,832,6,11,12,56487
221,6/21/2020,Los Angeles - Wilshire Center,373,743,702,22,44,43,50170
222,6/21/2020,Los Angeles - Winnetka,402,776,733,5,10,10,51786
223,6/21/2020,Los Angeles - Woodland Hills,236,347,321,14,21,14,68055
224,6/21/2020,Unincorporated - Acton,19,238,261,2,25,18,7971
225,6/21/2020,Unincorporated - Agua Dulce,9,216,313,0,0,0,4158
226,6/21/2020,Unincorporated - Altadena,201,461,466,6,14,12,43620
227,6/21/2020,Unincorporated - Anaverde,4,265,330,0,0,0,1508
228,6/21/2020,Unincorporated - Angeles National Forest,2,161,152,0,0,0,1245
229,6/21/2020,Unincorporated - Arcadia,17,213,189,1,13,8,7981
230,6/21/2020,Unincorporated - Athens Village,52,1062,1102,3,61,59,4897
231,6/21/2020,Unincorporated - Athens-Westmont,373,879,873,10,24,25,42442
232,6/21/2020,Unincorporated - Avocado Heights,52,768,771,1,15,14,6775
233,6/21/2020,Unincorporated - Azusa,118,741,722,2,13,17,15923
234,6/21/2020,Unincorporated - Bassett,187,1262,1242,4,27,26,14817
235,6/21/2020,Unincorporated - Bouquet Canyon,1,93,82,1,93,82,1073
236,6/21/2020,Unincorporated - Canyon Country,39,505,519,0,0,0,7728
237,6/21/2020,Unincorporated - Castaic,1731,6366,5798,2,7,8,27191
238,6/21/2020,Unincorporated - Covina,89,529,517,1,6,7,16819
239,6/21/2020,Unincorporated - Covina (Charter Oak),73,555,556,0,0,0,13144
240,6/21/2020,Unincorporated - Del Aire,20,455,410,1,23,25,4393
241,6/21/2020,Unincorporated - Del Rey,1,314,425,0,0,0,318
242,6/21/2020,Unincorporated - Del Sur,2,83,40,1,41,20,2415
243,6/21/2020,Unincorporated - Desert View Highlands,7,281,281,1,40,24,2493
244,6/21/2020,Unincorporated - Duarte,29,655,646,1,23,17,4428
245,6/21/2020,Unincorporated - East La Mirada,27,510,494,0,0,0,5292
246,6/21/2020,Unincorporated - East Los Angeles,1971,1573,1595,50,40,48,125269
247,6/21/2020,Unincorporated - East Pasadena,4,62,60,0,0,0,6403
248,6/21/2020,Unincorporated - East Rancho Dominguez,138,901,886,3,20,23,15308
249,6/21/2020,Unincorporated - East Whittier,18,339,350,0,0,0,5306
250,6/21/2020,Unincorporated - El Camino Village,67,762,752,2,23,16,8791
251,6/21/2020,Unincorporated - El Monte,1,690,538,0,0,0,145
252,6/21/2020,Unincorporated - Elizabeth Lake,4,241,226,0,0,0,1661
253,6/21/2020,Unincorporated - Florence-Firestone,1067,1649,1688,19,29,41,64705
254,6/21/2020,Unincorporated - Glendora,2,303,456,0,0,0,660
255,6/21/2020,Unincorporated - Hacienda Heights,253,452,450,3,5,4,55926
256,6/21/2020,Unincorporated - Hawthorne,11,438,399,0,0,0,2514
257,6/21/2020,Unincorporated - Hi Vista,1,91,202,0,0,0,1098
258,6/21/2020,Unincorporated - Kagel/Lopez Canyons,8,567,675,1,71,113,1412
259,6/21/2020,Unincorporated - La Crescenta-Montrose,39,197,206,1,5,3,19801
260,6/21/2020,Unincorporated - La Rambla,47,2265,1769,4,193,138,2075
261,6/21/2020,Unincorporated - La Verne,7,343,353,0,0,0,2040
262,6/21/2020,Unincorporated - Ladera Heights,25,354,259,1,14,7,7071
263,6/21/2020,Unincorporated - Lake Hughes,1,150,192,0,0,0,668
264,6/21/2020,Unincorporated - Lake Los Angeles,37,285,300,2,15,25,12994
265,6/21/2020,Unincorporated - Lake Manor,5,304,277,0,0,0,1643
266,6/21/2020,Unincorporated - Lennox,168,745,760,0,0,0,22542
267,6/21/2020,Unincorporated - Leona Valley,4,228,244,0,0,0,1751
268,6/21/2020,Unincorporated - Littlerock,20,497,489,0,0,0,4021
269,6/21/2020,Unincorporated - Littlerock/Juniper Hills,2,154,207,0,0,0,1297
270,6/21/2020,Unincorporated - Littlerock/Pearblossom,28,785,767,0,0,0,3569
271,6/21/2020,Unincorporated - Llano,1,114,109,0,0,0,877
272,6/21/2020,Unincorporated - Marina del Rey,18,191,193,1,11,13,9411
273,6/21/2020,Unincorporated - Monrovia,25,644,640,0,0,0,3881
274,6/21/2020,Unincorporated - Newhall,2,909,761,0,0,0,220
275,6/21/2020,Unincorporated - North Lancaster,7,584,568,0,0,0,1198
276,6/21/2020,Unincorporated - North Whittier,31,371,363,1,12,11,8360
277,6/21/2020,Unincorporated - Northeast San Gabriel,86,358,355,5,21,19,24036
278,6/21/2020,Unincorporated - Palmdale,6,713,761,0,0,0,842
279,6/21/2020,Unincorporated - Pearblossom/Llano,4,204,178,0,0,0,1956
280,6/21/2020,Unincorporated - Pellissier Village,3,485,506,0,0,0,619
281,6/21/2020,Unincorporated - Pomona,4,206,388,1,52,86,1938
282,6/21/2020,Unincorporated - Quartz Hill,50,387,350,9,70,51,12906
283,6/21/2020,Unincorporated - Rancho Dominguez,23,864,813,1,38,18,2661
284,6/21/2020,Unincorporated - Roosevelt,1,107,60,0,0,0,931
285,6/21/2020,Unincorporated - Rosewood,8,622,783,0,0,0,1286
286,6/21/2020,Unincorporated - Rosewood/East Gardena,2,168,163,0,0,0,1193
287,6/21/2020,Unincorporated - Rosewood/West Rancho Dominguez,33,982,1049,1,30,30,3361
288,6/21/2020,Unincorporated - Rowland Heights,216,423,427,4,8,5,51022
289,6/21/2020,Unincorporated - San Jose Hills,157,776,773,4,20,19,20221
290,6/21/2020,Unincorporated - San Pasqual,2,98,67,0,0,0,2035
291,6/21/2020,Unincorporated - Santa Catalina Island,3,1124,3081,0,0,0,267
292,6/21/2020,Unincorporated - Santa Monica Mountains,34,183,220,1,5,2,18621
293,6/21/2020,Unincorporated - Saugus,5,3226,3201,0,0,0,155
294,6/21/2020,Unincorporated - South Antelope Valley,1,220,256,0,0,0,455
295,6/21/2020,Unincorporated - South El Monte,11,613,589,0,0,0,1795
296,6/21/2020,Unincorporated - South San Gabriel,69,780,708,4,45,29,8848
297,6/21/2020,Unincorporated - South Whittier,325,549,540,7,12,11,59222
298,6/21/2020,Unincorporated - Southeast Antelope Valley,1,128,168,0,0,0,781
299,6/21/2020,Unincorporated - Stevenson Ranch,49,234,249,0,0,0,20966
300,6/21/2020,Unincorporated - Sun Village,28,464,462,0,0,0,6036
301,6/21/2020,Unincorporated - Sunrise Village,10,772,934,0,0,0,1296
302,6/21/2020,Unincorporated - Twin Lakes/Oat Mountain,7,422,417,1,60,78,1658
303,6/21/2020,Unincorporated - Val Verde,23,695,615,0,0,0,3309
304,6/21/2020,Unincorporated - Valencia,12,391,957,1,33,258,3072
305,6/21/2020,Unincorporated - Valinda,189,809,789,1,4,5,23371
306,6/21/2020,Unincorporated - View Park/Windsor Hills,52,447,439,2,17,7,11635
307,6/21/2020,Unincorporated - Walnut Park,225,1394,1392,4,25,27,16143
308,6/21/2020,Unincorporated - West Antelope Valley,3,199,248,0,0,0,1511
309,6/21/2020,Unincorporated - West Carson,135,611,512,11,50,30,22086
310,6/21/2020,Unincorporated - West LA,24,2521,1895,2,210,67,952
311,6/21/2020,Unincorporated - West Puente Valley,68,691,678,0,0,0,9835
312,6/21/2020,Unincorporated - West Rancho Dominguez,10,736,743,1,74,63,1359
313,6/21/2020,Unincorporated - West Whittier/Los Nietos,276,1025,1016,5,19,19,26925
314,6/21/2020,Unincorporated - White Fence Farms,17,462,534,0,0,0,3683
315,6/21/2020,Unincorporated - Whittier,17,449,448,0,0,0,3784
316,6/21/2020,Unincorporated - Willowbrook,429,1229,1258,10,29,40,34913
317,6/21/2020,Unincorporated - Wiseburn,29,481,440,0,0,0,6027
